_linear,_angular,timestamp
"geometry_msgs.msg.Vector3(x=-0.26614368920987425, y=0.015914038088024517, z=0.7979010604554517)","geometry_msgs.msg.Vector3(x=-0.020674629659463168, y=-0.26796468052135347, z=-0.05229704665851129)",1745570215970216979
"geometry_msgs.msg.Vector3(x=-0.2634286259328057, y=0.015492916988323294, z=0.7982848367219184)","geometry_msgs.msg.Vector3(x=-0.020660194495371768, y=-0.26563107208335096, z=-0.05164724287979585)",1745570216002604301
"geometry_msgs.msg.Vector3(x=-0.2634286259328057, y=0.015492916988323294, z=0.7982848367219184)","geometry_msgs.msg.Vector3(x=-0.020660194495371768, y=-0.26563107208335096, z=-0.05164724287979585)",1745570216046233253
"geometry_msgs.msg.Vector3(x=-0.25603066966622656, y=0.014133077092024746, z=0.9954674805421058)","geometry_msgs.msg.Vector3(x=-0.02034288766643313, y=-0.25937181774702234, z=-0.050231284160961794)",1745570216069378798
"geometry_msgs.msg.Vector3(x=-0.2584610222871014, y=0.014188100493639619, z=0.8233469768527295)","geometry_msgs.msg.Vector3(x=-0.020086656632658205, y=-0.26139435831299174, z=-0.05110987239307574)",1745570216102745654
"geometry_msgs.msg.Vector3(x=-0.2584610222871014, y=0.014188100493639619, z=0.8233469768527295)","geometry_msgs.msg.Vector3(x=-0.020086656632658205, y=-0.26139435831299174, z=-0.05110987239307574)",1745570216136563304
"geometry_msgs.msg.Vector3(x=-0.2549065298943957, y=0.013689387799833702, z=0.9067588297425409)","geometry_msgs.msg.Vector3(x=-0.020063745385338557, y=-0.2584210405631606, z=-0.05028724228008811)",1745570216172179253
"geometry_msgs.msg.Vector3(x=-0.2549065298943957, y=0.013689387799833702, z=0.9067588297425409)","geometry_msgs.msg.Vector3(x=-0.020063745385338557, y=-0.2584210405631606, z=-0.05028724228008811)",1745570216202886837
"geometry_msgs.msg.Vector3(x=-0.2509711584520983, y=0.013455896478014425, z=0.8624853987249619)","geometry_msgs.msg.Vector3(x=-0.020307430299649123, y=-0.25517889389690657, z=-0.04907491961886865)",1745570216236909586
"geometry_msgs.msg.Vector3(x=-0.24462420718882252, y=0.012371622903806528, z=0.8233469768527295)","geometry_msgs.msg.Vector3(x=-0.019987407201323693, y=-0.24997583939788853, z=-0.04796392016751353)",1745570216270574494
"geometry_msgs.msg.Vector3(x=-0.24460446771409305, y=0.01236925870636036, z=0.8196563746013954)","geometry_msgs.msg.Vector3(x=-0.01998724702979237, y=-0.24995981518419536, z=-0.04795952980227751)",1745570216302177465
"geometry_msgs.msg.Vector3(x=-0.24460446771409305, y=0.01236925870636036, z=0.8196563746013954)","geometry_msgs.msg.Vector3(x=-0.01998724702979237, y=-0.24995981518419536, z=-0.04795952980227751)",1745570216334524132
"geometry_msgs.msg.Vector3(x=-0.2400148060891539, y=0.011537921233237379, z=0.8588319064318592)","geometry_msgs.msg.Vector3(x=-0.019678789860289578, y=-0.24623283506927895, z=-0.04725669181013554)",1745570216368796644
"geometry_msgs.msg.Vector3(x=-0.2400148060891539, y=0.011537921233237379, z=0.8588319064318592)","geometry_msgs.msg.Vector3(x=-0.019678789860289578, y=-0.24623283506927895, z=-0.04725669181013554)",1745570216401603664
"geometry_msgs.msg.Vector3(x=-0.23590668535167478, y=0.011683790247231466, z=0.8920804814403216)","geometry_msgs.msg.Vector3(x=-0.02018132847767542, y=-0.2429725731193809, z=-0.045735395820749175)",1745570216443876716
"geometry_msgs.msg.Vector3(x=-0.2324122650481497, y=0.01131938059547281, z=0.8703705304599065)","geometry_msgs.msg.Vector3(x=-0.020147992775155887, y=-0.2401852822933055, z=-0.044978150672959294)",1745570216468122077
"geometry_msgs.msg.Vector3(x=-0.2324122650481497, y=0.01131938059547281, z=0.8703705304599065)","geometry_msgs.msg.Vector3(x=-0.020147992775155887, y=-0.2401852822933055, z=-0.044978150672959294)",1745570216502366768
"geometry_msgs.msg.Vector3(x=-0.22892583689493026, y=0.01127503551670881, z=0.9329005585184595)","geometry_msgs.msg.Vector3(x=-0.020381865462816926, y=-0.2374354976642445, z=-0.04391801876748906)",1745570216538722256
"geometry_msgs.msg.Vector3(x=-0.22531415714244357, y=0.010627740608398275, z=0.9011248147888287)","geometry_msgs.msg.Vector3(x=-0.020075809588708565, y=-0.23455897387189015, z=-0.043455350072473246)",1745570216569893407
