_linear,_angular,timestamp
"geometry_msgs.msg.Vector3(x=0.057753788811988706, y=0.007397436645632598, z=0.12380456874212026)","geometry_msgs.msg.Vector3(x=0.004823670269091651, y=0.10384035338028512, z=0.02064258630757304)",1745570282534451667
"geometry_msgs.msg.Vector3(x=0.05765710355797657, y=0.006857422099194388, z=0.14360725100510102)","geometry_msgs.msg.Vector3(x=0.0055444446863936675, y=0.10352114050328005, z=0.020351173468212427)",1745570282567140748
"geometry_msgs.msg.Vector3(x=0.05765710355797657, y=0.006857422099194388, z=0.14360725100510102)","geometry_msgs.msg.Vector3(x=0.0055444446863936675, y=0.10352114050328005, z=0.020351173468212427)",1745570282597393930
"geometry_msgs.msg.Vector3(x=0.05782102040751644, y=0.007885598112476763, z=0.13159786476748958)","geometry_msgs.msg.Vector3(x=0.004009674820015833, y=0.10330155356565565, z=0.020779970431310687)",1745570282633354738
"geometry_msgs.msg.Vector3(x=0.05782137410279966, y=0.007903700233118581, z=0.13828973911197834)","geometry_msgs.msg.Vector3(x=0.00396598386773276, y=0.10321126442237916, z=0.02077426137059441)",1745570282665826326
"geometry_msgs.msg.Vector3(x=0.05782137410279966, y=0.007903700233118581, z=0.13828973911197834)","geometry_msgs.msg.Vector3(x=0.00396598386773276, y=0.10321126442237916, z=0.02077426137059441)",1745570282697177691
"geometry_msgs.msg.Vector3(x=0.05762775704900455, y=0.006770683312919027, z=0.1403352467758598)","geometry_msgs.msg.Vector3(x=0.005548012911586258, y=0.10292520504942755, z=0.020223022130243535)",1745570282743625671
"geometry_msgs.msg.Vector3(x=0.05762775704900455, y=0.006770683312919027, z=0.1403352467758598)","geometry_msgs.msg.Vector3(x=0.005548012911586258, y=0.10292520504942755, z=0.020223022130243535)",1745570282767568853
"geometry_msgs.msg.Vector3(x=0.057841208796287395, y=0.008076691971454992, z=0.13823121032293406)","geometry_msgs.msg.Vector3(x=0.00367114827279125, y=0.10297590367957798, z=0.02081545219880329)",1745570282800324898
"geometry_msgs.msg.Vector3(x=0.05777161047750756, y=0.00767601636586492, z=0.1484938827009445)","geometry_msgs.msg.Vector3(x=0.004209397702919663, y=0.102775461299305, z=0.02060592235147453)",1745570282829749296
"geometry_msgs.msg.Vector3(x=0.057829487964783884, y=0.008052360118890564, z=0.1344258722192448)","geometry_msgs.msg.Vector3(x=0.003661897756751265, y=0.10274529267811738, z=0.020769155617748253)",1745570282863030273
"geometry_msgs.msg.Vector3(x=0.057829487964783884, y=0.008052360118890564, z=0.1344258722192448)","geometry_msgs.msg.Vector3(x=0.003661897756751265, y=0.10274529267811738, z=0.020769155617748253)",1745570282898153710
"geometry_msgs.msg.Vector3(x=0.0578320382464463, y=0.008160207197522907, z=0.15548686639172288)","geometry_msgs.msg.Vector3(x=0.0034389652077113316, y=0.10238848710810904, z=0.02076217396747094)",1745570282930673939
"geometry_msgs.msg.Vector3(x=0.057814277210045645, y=0.008145284411413415, z=0.1403352467758598)","geometry_msgs.msg.Vector3(x=0.0033945927947460985, y=0.10204219446884369, z=0.020702099515205796)",1745570282963880678
"geometry_msgs.msg.Vector3(x=0.057814277210045645, y=0.008145284411413415, z=0.1403352467758598)","geometry_msgs.msg.Vector3(x=0.0033945927947460985, y=0.10204219446884369, z=0.020702099515205796)",1745570282998767928
"geometry_msgs.msg.Vector3(x=0.057821822643073166, y=0.008187764300751089, z=0.1313203322828857)","geometry_msgs.msg.Vector3(x=0.0033383799170958756, y=0.10206610056051359, z=0.020724615793536925)",1745570283028326184
"geometry_msgs.msg.Vector3(x=0.05752893725699391, y=0.006531378593740574, z=0.15582062796472834)","geometry_msgs.msg.Vector3(x=0.005593962674978263, y=0.10146290920822627, z=0.019897040562694535)",1745570283062867414
"geometry_msgs.msg.Vector3(x=0.05752893725699391, y=0.006531378593740574, z=0.15582062796472834)","geometry_msgs.msg.Vector3(x=0.005593962674978263, y=0.10146290920822627, z=0.019897040562694535)",1745570283097891247
"geometry_msgs.msg.Vector3(x=0.05775791013864537, y=0.00795719802937027, z=0.13668014055609123)","geometry_msgs.msg.Vector3(x=0.0035597440552551252, y=0.10149780321488083, z=0.020534863736379052)",1745570283126429655
"geometry_msgs.msg.Vector3(x=0.057716686123953496, y=0.007754626331653466, z=0.13980109626775)","geometry_msgs.msg.Vector3(x=0.003813330440401641, y=0.10131336509010642, z=0.020416960047568544)",1745570283160868024
"geometry_msgs.msg.Vector3(x=0.057716686123953496, y=0.007754626331653466, z=0.13980109626775)","geometry_msgs.msg.Vector3(x=0.003813330440401641, y=0.10131336509010642, z=0.020416960047568544)",1745570283196019233
"geometry_msgs.msg.Vector3(x=0.05774976565790478, y=0.008069958049334332, z=0.14885295287190203)","geometry_msgs.msg.Vector3(x=0.003317939240880828, y=0.1010687505715455, z=0.020518328291155415)",1745570283226416802
"geometry_msgs.msg.Vector3(x=0.05773318148702047, y=0.008105649512990183, z=0.15295509423146947)","geometry_msgs.msg.Vector3(x=0.0032034703377264175, y=0.10072938428444224, z=0.02048145265488236)",1745570283259471069
"geometry_msgs.msg.Vector3(x=0.05773318148702047, y=0.008105649512990183, z=0.15295509423146947)","geometry_msgs.msg.Vector3(x=0.0032034703377264175, y=0.10072938428444224, z=0.02048145265488236)",1745570283293171061
