_layout,_data,timestamp
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [195.5, -20.955886840820312, 0.5495350277884015, 644.5, 143.0441131591797])",1745575478580132049
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [193.75177001953125, -20.61199951171875, 0.538721635577361, 642.7517700195312, 143.38800048828125])",1745575478613144311
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [195.47186279296875, -22.500396728515625, 0.5428554934441465, 644.4718627929688, 141.49960327148438])",1745575478654436835
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [193.0, -25.5, 0.5254387894119787, 642.0, 138.5])",1745575478689211344
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [185.9820556640625, -25.392379760742188, 0.5402191625911443, 634.9820556640625, 138.6076202392578])",1745575478720925312
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [188.0, -26.0, 0.5352832275278243, 637.0, 138.0])",1745575478745943098
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [184.46185302734375, -26.639068603515625, 0.5428554934441465, 633.4618530273438, 137.36093139648438])",1745575478777654269
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [182.0, -26.5, 0.5332548854774359, 631.0, 137.5])",1745575478810593685
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [178.5, -26.5, 0.5326119998369256, 627.5, 137.5])",1745575478853281417
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [168.5, -27.9375, 0.5617889224776644, 617.5, 136.0625])",1745575478876434920
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [167.0, -26.0, 0.556737708247069, 616.0, 138.0])",1745575478919806477
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [163.0, -21.02777099609375, 0.5712919357624635, 612.0, 142.97222900390625])",1745575478953566020
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [156.5125732421875, -19.455780029296875, 0.5972020449524478, 605.5125732421875, 144.54421997070312])",1745575478977430836
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [150.5, -19.0, 0.585610603775071, 599.5, 145.0])",1745575479009128679
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [146.87139892578125, -18.0, 0.5945698091454248, 595.8713989257812, 146.0])",1745575479051792568
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [140.5, -17.0, 0.5973121339553789, 589.5, 147.0])",1745575479079118065
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [136.5, -16.5, 0.6286652959662007, 585.5, 147.5])",1745575479118809585
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [133.0, -13.536224365234375, 0.6002971203391538, 582.0, 150.46377563476562])",1745575479151111138
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [129.5, -13.0, 0.6144410645516127, 578.5, 151.0])",1745575479174797608
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [126.5, -12.0, 0.6076975512434226, 575.5, 152.0])",1745575479206770928
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [124.5, -10.0, 0.5897928500669323, 573.5, 154.0])",1745575479240577157
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [121.5, -8.0, 0.6001861305652962, 570.5, 156.0])",1745575479272970979
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [118.5, -5.3732452392578125, 0.5889310129609415, 567.5, 158.6267547607422])",1745575479307982572
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [117.9285888671875, -1.0, 0.5952260916921359, 566.9285888671875, 163.0])",1745575479338608617
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [113.5, 2.5, 0.6121413488021756, 562.5, 166.5])",1745575479371121824
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [111.0, 3.0, 0.6247320293685128, 560.0, 167.0])",1745575479403648701
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [107.0, 4.0, 0.625444110496743, 556.0, 168.0])",1745575479446404991
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [104.5, 1.5, 0.630466837888443, 553.5, 165.5])",1745575479480140550
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [101.5, 0.5, 0.6842822907480814, 550.5, 164.5])",1745575479502427914
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [95.5, -4.02777099609375, 0.637024547772205, 544.5, 159.97222900390625])",1745575479545657879
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [92.5, -8.0, 0.6423288407955332, 541.5, 156.0])",1745575479569745636
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [87.0, -8.96527099609375, 0.6693440650160807, 536.0, 155.03472900390625])",1745575479603614539
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [82.5, -10.5, 0.6796040340639578, 531.5, 153.5])",1745575479635583190
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [74.0, -13.949996948242188, 0.6985147619725125, 523.0, 150.0500030517578])",1745575479668447169
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [71.0, -15.463775634765625, 0.6935247900657215, 520.0, 148.53622436523438])",1745575479702545349
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [65.7562255859375, -16.215072631835938, 0.7288994296545939, 514.7562255859375, 147.78492736816406])",1745575479734823575
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [62.315704345703125, -17.497161865234375, 0.7176122899586164, 511.3157043457031, 146.50283813476562])",1745575479787555456
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [51.0, -19.5, 0.7107507670802198, 500.0, 144.5])",1745575479812625931
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [48.286895751953125, -20.483612060546875, 0.6909826683508273, 497.2868957519531, 143.51638793945312])",1745575479833677607
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [39.96551513671875, -20.96551513671875, 0.7064841796274877, 488.96551513671875, 143.03448486328125])",1745575479875516229
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [39.96551513671875, -20.96551513671875, 0.7064841796274877, 488.96551513671875, 143.03448486328125])",1745575479901328492
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [27.68182373046875, -19.0, 0.6970826730849224, 476.68182373046875, 145.0])",1745575479934192203
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [27.68182373046875, -19.0, 0.6970826730849224, 476.68182373046875, 145.0])",1745575479974544938
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [22.0, -19.5, 0.6925342541750723, 471.0, 144.5])",1745575479999896477
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [11.5, -20.0, 0.7051692101036453, 460.5, 144.0])",1745575480032924274
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [3.0, -21.5, 0.6618223922317532, 452.0, 142.5])",1745575480065233568
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [3.0, -21.5, 0.6618223922317532, 452.0, 142.5])",1745575480100392112
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [-2.904754638671875, -19.0, 0.6834526708278772, 446.0952453613281, 145.0])",1745575480134263554
