_linear,_angular,timestamp
"geometry_msgs.msg.Vector3(x=0.10947045277548961, y=0.004432285448680869, z=0.3152334189442215)","geometry_msgs.msg.Vector3(x=-0.0007956353716753791, y=0.055429264226718164, z=0.01343312291255005)",1745575479481310610
"geometry_msgs.msg.Vector3(x=0.10647403517723948, y=0.003211099657947519, z=0.3421411453740407)","geometry_msgs.msg.Vector3(x=-0.00026526869094855676, y=0.05384954426255887, z=0.013107188373419029)",1745575479503418103
"geometry_msgs.msg.Vector3(x=0.10022582936503219, y=-0.0016835699206101415, z=0.3185122738861025)","geometry_msgs.msg.Vector3(x=0.0021346372940904542, y=0.05061307154337886, z=0.012586631743546524)",1745575479547010640
"geometry_msgs.msg.Vector3(x=0.09694918178804486, y=-0.005759764403103517, z=0.3211644203977666)","geometry_msgs.msg.Vector3(x=0.00423321527237076, y=0.04894655158678702, z=0.012415299351701692)",1745575479570866949
"geometry_msgs.msg.Vector3(x=0.09139423807375963, y=-0.007092665279867695, z=0.33467203250804034)","geometry_msgs.msg.Vector3(x=0.004746149364639892, y=0.04605716825554764, z=0.01176791053618115)",1745575479604919005
"geometry_msgs.msg.Vector3(x=0.08675626796658825, y=-0.008878564268049421, z=0.3398020170319789)","geometry_msgs.msg.Vector3(x=0.005557759399913219, y=0.04366810957074669, z=0.011276056904941665)",1745575479637358771
"geometry_msgs.msg.Vector3(x=0.07789193932443361, y=-0.01271436693663371, z=0.34925738098625625)","geometry_msgs.msg.Vector3(x=0.007377236167865106, y=0.039133734469440684, z=0.010373810045426453)",1745575479669467383
"geometry_msgs.msg.Vector3(x=0.07473115441736378, y=-0.01432624914915181, z=0.34676239503286077)","geometry_msgs.msg.Vector3(x=0.008172994448868928, y=0.03752528616394976, z=0.010070614244155472)",1745575479703731531
"geometry_msgs.msg.Vector3(x=0.06929454629755738, y=-0.015314322564653277, z=0.36444971482729693)","geometry_msgs.msg.Vector3(x=0.008569907879603739, y=0.03475314656781291, z=0.009438823232718732)",1745575479736697033
"geometry_msgs.msg.Vector3(x=0.06567527998292154, y=-0.016692219296493737, z=0.3588061449793082)","geometry_msgs.msg.Vector3(x=0.009242397867715439, y=0.03291656883590231, z=0.009066156993491527)",1745575479788863039
"geometry_msgs.msg.Vector3(x=0.0538298843428805, y=-0.019017593084361063, z=0.3553753835401099)","geometry_msgs.msg.Vector3(x=0.010291007300844798, y=0.026914942171440234, z=0.007719560337083408)",1745575479813523844
"geometry_msgs.msg.Vector3(x=0.05096760738386478, y=-0.020022715826197825, z=0.34549133417541367)","geometry_msgs.msg.Vector3(x=0.010803460084249754, y=0.025467459025614227, z=0.0074238778376701465)",1745575479834917206
"geometry_msgs.msg.Vector3(x=0.04225410369943637, y=-0.02066200632331318, z=0.35324208981374383)","geometry_msgs.msg.Vector3(x=0.011051441502615564, y=0.02106681136977156, z=0.006378108964127554)",1745575479877068214
"geometry_msgs.msg.Vector3(x=0.04225410369943637, y=-0.02066200632331318, z=0.35324208981374383)","geometry_msgs.msg.Vector3(x=0.011051441502615564, y=0.02106681136977156, z=0.006378108964127554)",1745575479902491789
"geometry_msgs.msg.Vector3(x=0.02938969041056528, y=-0.018920833825622225, z=0.3485413365424612)","geometry_msgs.msg.Vector3(x=0.010017526619508247, y=0.014594916110342407, z=0.004683361639215226)",1745575479935797894
"geometry_msgs.msg.Vector3(x=0.02938969041056528, y=-0.018920833825622225, z=0.3485413365424612)","geometry_msgs.msg.Vector3(x=0.010017526619508247, y=0.014594916110342407, z=0.004683361639215226)",1745575479976604210
"geometry_msgs.msg.Vector3(x=0.02343453090073999, y=-0.01937639451832803, z=0.34626712708753615)","geometry_msgs.msg.Vector3(x=0.010270969534376924, y=0.011587760500322682, z=0.0039781557401956935)",1745575480001244640
"geometry_msgs.msg.Vector3(x=0.012489100018062705, y=-0.019705942448918965, z=0.35258460505182265)","geometry_msgs.msg.Vector3(x=0.010513637400820872, y=0.006045341505472001, z=0.0026532492627456194)",1745575480033379901
"geometry_msgs.msg.Vector3(x=0.0037458427013070876, y=-0.02088864961871481, z=0.3309111961158766)","geometry_msgs.msg.Vector3(x=0.01127249241058491, y=0.0015729059177560327, z=0.00164723004354011)",1745575480067244066
"geometry_msgs.msg.Vector3(x=0.0037458427013070876, y=-0.02088864961871481, z=0.3309111961158766)","geometry_msgs.msg.Vector3(x=0.01127249241058491, y=0.0015729059177560327, z=0.00164723004354011)",1745575480102347470
"geometry_msgs.msg.Vector3(x=-0.0023917110821553454, y=-0.01834728411959592, z=0.3417263354139386)","geometry_msgs.msg.Vector3(x=0.009962989480393765, y=-0.0015231599951690997, z=0.0007451466022776088)",1745575480136034193
"geometry_msgs.msg.Vector3(x=-0.008491896008991785, y=-0.015313377208695167, z=0.33045432526571505)","geometry_msgs.msg.Vector3(x=0.008409247784366443, y=-0.004600035339977375, z=-0.00017963139721934048)",1745575480166261210
"geometry_msgs.msg.Vector3(x=-0.01800698025474602, y=-0.01103758178164522, z=0.3413123959890826)","geometry_msgs.msg.Vector3(x=0.006291192330736965, y=-0.009436788496105453, z=-0.0015969949762640002)",1745575480202779831
"geometry_msgs.msg.Vector3(x=-0.020116647311370816, y=-0.009017812202274895, z=0.3417263354139386)","geometry_msgs.msg.Vector3(x=0.005245174439515646, y=-0.010490348879031296, z=-0.001971263360785002)",1745575480233565987
"geometry_msgs.msg.Vector3(x=-0.02283108696714993, y=-0.005022336422831499, z=0.34276499925597614)","geometry_msgs.msg.Vector3(x=0.0031513969172873727, y=-0.01181773843982765, z=-0.0025297752176685995)",1745575480266402824
"geometry_msgs.msg.Vector3(x=-0.024687890914111298, y=-0.0028889563218319728, z=0.34339082909692664)","geometry_msgs.msg.Vector3(x=0.0020521362833741813, y=-0.01274187697709815, z=-0.0028784382285842003)",1745575480305992135
"geometry_msgs.msg.Vector3(x=-0.028900075589961462, y=-0.0005804342568152056, z=0.3542691353411972)","geometry_msgs.msg.Vector3(x=0.0009327962764754019, y=-0.01490226417750147, z=-0.003530942227697621)",1745575480330055690
"geometry_msgs.msg.Vector3(x=-0.03207428562580437, y=0.0018616340213426046, z=0.35760623024799554)","geometry_msgs.msg.Vector3(x=-0.0002801220544905949, y=-0.01652281641701113, z=-0.004062239224323638)",1745575480362231083
"geometry_msgs.msg.Vector3(x=-0.030764208727653286, y=0.0037118613292923797, z=0.3564133825105319)","geometry_msgs.msg.Vector3(x=-0.0013083201294362883, y=-0.015790931501742364, z=-0.00399894005119704)",1745575480395307253
"geometry_msgs.msg.Vector3(x=-0.031727041774272276, y=0.0046107739475541, z=0.36214292512403945)","geometry_msgs.msg.Vector3(x=-0.001758504678762318, y=-0.01627975536251512, z=-0.004168651832650674)",1745575480428689230
"geometry_msgs.msg.Vector3(x=-0.033363140323793, y=0.006145562533304053, z=0.37491863568279005)","geometry_msgs.msg.Vector3(x=-0.0025254977426684183, y=-0.017111955577201896, z=-0.004457642755924175)",1745575480462551685
"geometry_msgs.msg.Vector3(x=-0.03291129934496298, y=0.007892753273327007, z=0.36615803276137737)","geometry_msgs.msg.Vector3(x=-0.0034656481417712085, y=-0.016837578553008933, z=-0.004496086317833677)",1745575480494358912
"geometry_msgs.msg.Vector3(x=-0.03402232080511021, y=0.007827168678569838, z=0.37770298096225785)","geometry_msgs.msg.Vector3(x=-0.00339778567603161, y=-0.01742605202539338, z=-0.004632041416035776)",1745575480528404584
"geometry_msgs.msg.Vector3(x=-0.03402232080511021, y=0.007827168678569838, z=0.37770298096225785)","geometry_msgs.msg.Vector3(x=-0.00339778567603161, y=-0.01742605202539338, z=-0.004632041416035776)",1745575480561270623
"geometry_msgs.msg.Vector3(x=-0.03454808606560826, y=0.008555038733950013, z=0.38423388008052295)","geometry_msgs.msg.Vector3(x=-0.003767376510974719, y=-0.01768958954233927, z=-0.0047377596511194945)",1745575480594019566
"geometry_msgs.msg.Vector3(x=-0.03425603642594684, y=0.00658927154608207, z=0.3878360487311965)","geometry_msgs.msg.Vector3(x=-0.0027339645562572783, y=-0.01757527768569329, z=-0.0045940395944639055)",1745575480627864200
"geometry_msgs.msg.Vector3(x=-0.03332821541051961, y=0.006955530331217091, z=0.4053093079986947)","geometry_msgs.msg.Vector3(x=-0.00295656663790831, y=-0.01707675627904264, z=-0.004497373286828697)",1745575480660928647
"geometry_msgs.msg.Vector3(x=-0.03332821541051961, y=0.006955530331217091, z=0.4053093079986947)","geometry_msgs.msg.Vector3(x=-0.00295656663790831, y=-0.01707675627904264, z=-0.004497373286828697)",1745575480702200141
"geometry_msgs.msg.Vector3(x=-0.03277287087286723, y=0.00448029668520958, z=0.40681533539838677)","geometry_msgs.msg.Vector3(x=-0.001657395603366606, y=-0.016834975979412952, z=-0.004292768152717659)",1745575480728485162
"geometry_msgs.msg.Vector3(x=-0.028952663109419522, y=0.0012362501524412878, z=0.3988401534782253)","geometry_msgs.msg.Vector3(x=-3.9644615054106104e-05, y=-0.014889975018860382, z=-0.003636943082332444)",1745575480761433897
"geometry_msgs.msg.Vector3(x=-0.03138616544377579, y=0.001453093610617758, z=0.41313930505344965)","geometry_msgs.msg.Vector3(x=-8.257901477174978e-05, y=-0.016168171035451675, z=-0.003953579153161527)",1745575480794770560
"geometry_msgs.msg.Vector3(x=-0.031738363082926414, y=0.00019847573232355592, z=0.40747749547837664)","geometry_msgs.msg.Vector3(x=0.0006014320513939306, y=-0.016382811715804916, z=-0.003929272672161)",1745575480825256547
"geometry_msgs.msg.Vector3(x=-0.031738363082926414, y=0.00019847573232355592, z=0.40747749547837664)","geometry_msgs.msg.Vector3(x=0.0006014320513939306, y=-0.016382811715804916, z=-0.003929272672161)",1745575480860364781
"geometry_msgs.msg.Vector3(x=-0.029756895125453268, y=-0.0034333063612034297, z=0.3865425246889945)","geometry_msgs.msg.Vector3(x=0.0024967642559911574, y=-0.015420334512605481, z=-0.0034820267117443063)",1745575480891793482
"geometry_msgs.msg.Vector3(x=-0.03078824018311444, y=-0.004981747404033916, z=0.40057710099117827)","geometry_msgs.msg.Vector3(x=0.003369055062536714, y=-0.0160040721490114, z=-0.003526659780990974)",1745575480924010381
"geometry_msgs.msg.Vector3(x=-0.030281742616650925, y=-0.007171300856604888, z=0.3887027919612297)","geometry_msgs.msg.Vector3(x=0.004544479793051381, y=-0.01579130292295784, z=-0.0033430025384674714)",1745575480958556706
"geometry_msgs.msg.Vector3(x=-0.030281742616650925, y=-0.007171300856604888, z=0.3887027919612297)","geometry_msgs.msg.Vector3(x=0.004544479793051381, y=-0.01579130292295784, z=-0.0033430025384674714)",1745575481001272660
"geometry_msgs.msg.Vector3(x=-0.029858932066020943, y=-0.011032217480336557, z=0.40177360795278394)","geometry_msgs.msg.Vector3(x=0.006647073615013702, y=-0.015670053081047863, z=-0.0030777475552321186)",1745575481025435882
"geometry_msgs.msg.Vector3(x=-0.029858932066020943, y=-0.011032217480336557, z=0.40177360795278394)","geometry_msgs.msg.Vector3(x=0.006647073615013702, y=-0.015670053081047863, z=-0.0030777475552321186)",1745575481057107404
"geometry_msgs.msg.Vector3(x=-0.03024251237824325, y=-0.010370580681714618, z=0.3940675499119308)","geometry_msgs.msg.Vector3(x=0.006296030433124162, y=-0.01585573524171348, z=-0.0031623935378920108)",1745575481090509745
"geometry_msgs.msg.Vector3(x=-0.030116756367678636, y=-0.014295037177822755, z=0.40399999738400005)","geometry_msgs.msg.Vector3(x=0.008461215010166258, y=-0.015900127329400993, z=-0.002930532237461607)",1745575481134415099
"geometry_msgs.msg.Vector3(x=-0.02960469588686185, y=-0.011819434471211962, z=0.3985671683374088)","geometry_msgs.msg.Vector3(x=0.007072371741012749, y=-0.015556754973207932, z=-0.0030024370180976494)",1745575481158119777
"geometry_msgs.msg.Vector3(x=-0.029146905090716116, y=-0.012963175479220766, z=0.4101463046334567)","geometry_msgs.msg.Vector3(x=0.007688608860281264, y=-0.015345505817973185, z=-0.0028818287778476477)",1745575481199155544
"geometry_msgs.msg.Vector3(x=-0.028285915853748372, y=-0.011155193472842564, z=0.4085220909879693)","geometry_msgs.msg.Vector3(x=0.006661661090179095, y=-0.014838615265951578, z=-0.0028732781954318486)",1745575481223012513
"geometry_msgs.msg.Vector3(x=-0.028581427228900134, y=-0.010876333019135783, z=0.4214585821868878)","geometry_msgs.msg.Vector3(x=0.00651804959843801, y=-0.014987718791287066, z=-0.002925750013873684)",1745575481258278843
"geometry_msgs.msg.Vector3(x=-0.02819465906041644, y=-0.00981734661210764, z=0.41944942573146626)","geometry_msgs.msg.Vector3(x=0.005923535403848029, y=-0.014754617867209835, z=-0.0029355214893715216)",1745575481291844367
"geometry_msgs.msg.Vector3(x=-0.02735835437210145, y=-0.010057370330856017, z=0.4257373783994859)","geometry_msgs.msg.Vector3(x=0.006028058926746987, y=-0.014318541309748764, z=-0.002817422154105531)",1745575481323269619
"geometry_msgs.msg.Vector3(x=-0.02616957851382479, y=-0.009492486147520615, z=0.4113964917771209)","geometry_msgs.msg.Vector3(x=0.005680820386250087, y=-0.013676415700930436, z=-0.0026996929738560974)",1745575481363195694
"geometry_msgs.msg.Vector3(x=-0.02676581783918064, y=-0.008016621491868343, z=0.4180536994238522)","geometry_msgs.msg.Vector3(x=0.004892846492480519, y=-0.013953659129180052, z=-0.0028556505323570967)",1745575481396740450
"geometry_msgs.msg.Vector3(x=-0.02523472075046975, y=-0.004645266202019242, z=0.44326415415765086)","geometry_msgs.msg.Vector3(x=0.0030155653121368524, y=-0.013067842121794942, z=-0.0028499706474730967)",1745575481420516425
"geometry_msgs.msg.Vector3(x=-0.02523472075046975, y=-0.004645266202019242, z=0.44326415415765086)","geometry_msgs.msg.Vector3(x=0.0030155653121368524, y=-0.013067842121794942, z=-0.0028499706474730967)",1745575481461386418
"geometry_msgs.msg.Vector3(x=-0.024114698338755527, y=-0.003032775314309021, z=0.42967999136969537)","geometry_msgs.msg.Vector3(x=0.002113563256149968, y=-0.012445071573213187, z=-0.002799145535303331)",1745575481486049281
"geometry_msgs.msg.Vector3(x=-0.02348234693234834, y=-0.0022066754307661254, z=0.44160416896561017)","geometry_msgs.msg.Vector3(x=0.0016517985074641145, y=-0.012096753248692426, z=-0.002765929421371845)",1745575481518745147
"geometry_msgs.msg.Vector3(x=-0.02348234693234834, y=-0.0022066754307661254, z=0.44160416896561017)","geometry_msgs.msg.Vector3(x=0.0016517985074641145, y=-0.012096753248692426, z=-0.002765929421371845)",1745575481552850463
"geometry_msgs.msg.Vector3(x=-0.022850784638001585, y=-0.0011036118388188867, z=0.45128687331827666)","geometry_msgs.msg.Vector3(x=0.0010429403236536755, y=-0.011744076554326055, z=-0.0027481374527996805)",1745575481584795859
"geometry_msgs.msg.Vector3(x=-0.02287061303950793, y=0.0004923435615358619, z=0.45663584754710485)","geometry_msgs.msg.Vector3(x=0.0001896481311375572, y=-0.01172197645884685, z=-0.0028383897411955713)",1745575481622086608
"geometry_msgs.msg.Vector3(x=-0.021695157249676342, y=-8.92381607946504e-05, z=0.46623731823525627)","geometry_msgs.msg.Vector3(x=0.0004700757560515677, y=-0.011121760196419897, z=-0.002660530809327425)",1745575481652588009
"geometry_msgs.msg.Vector3(x=-0.021613835466710116, y=0.0004632234481783688, z=0.4420456654478331)","geometry_msgs.msg.Vector3(x=0.00017294625441912717, y=-0.011068560282824009, z=-0.0026808569943254706)",1745575481683432321
"geometry_msgs.msg.Vector3(x=-0.021003103753239345, y=0.00017328491068739976, z=0.4567534927402195)","geometry_msgs.msg.Vector3(x=0.0003123579690547333, y=-0.01075686978507523, z=-0.002589191845541888)",1745575481716683142
"geometry_msgs.msg.Vector3(x=-0.02140482488854825, y=0.0007229352422970877, z=0.44991135017644424)","geometry_msgs.msg.Vector3(x=2.909600432659072e-05, y=-0.01095485075699919, z=-0.002669240742431327)",1745575481761353114
"geometry_msgs.msg.Vector3(x=-0.021128342041659743, y=0.0008351370423669451, z=0.45163202314147843)","geometry_msgs.msg.Vector3(x=-3.766102409591457e-05, y=-0.010809043781365428, z=-0.0026411529054075917)",1745575481787193215
"geometry_msgs.msg.Vector3(x=-0.020903987193298838, y=-0.003664107080299547, z=0.47880825536475546)","geometry_msgs.msg.Vector3(x=0.0023670383408188364, y=-0.010783174663730272, z=-0.002365304246796263)",1745575481819517367
"geometry_msgs.msg.Vector3(x=-0.0210129963949484, y=-0.0015190602090542798, z=0.46894708216997216)","geometry_msgs.msg.Vector3(x=0.0012178040455815703, y=-0.010795668295966353, z=-0.002497167416544187)",1745575481851340089
"geometry_msgs.msg.Vector3(x=-0.020811084236716657, y=-0.003607623783874668, z=0.45476147860240934)","geometry_msgs.msg.Vector3(x=0.002334218290019217, y=-0.010733628339107498, z=-0.0023568958524174772)",1745575481882929946
"geometry_msgs.msg.Vector3(x=-0.020507896648957972, y=-0.004049158449230111, z=0.46623731823525627)","geometry_msgs.msg.Vector3(x=0.0025640942277535576, y=-0.010585106940213404, z=-0.0022948968456005634)",1745575481925793499
"geometry_msgs.msg.Vector3(x=-0.02066391489304627, y=-0.0052107719497471745, z=0.4610282504246376)","geometry_msgs.msg.Vector3(x=0.003194738026553219, y=-0.010691076005476068, z=-0.0022500610928651204)",1745575481951801951
"geometry_msgs.msg.Vector3(x=-0.02069697582464987, y=-0.007547912346175358, z=0.46283243564025134)","geometry_msgs.msg.Vector3(x=0.004461376076411519, y=-0.010759789360757192, z=-0.002124849316806727)",1745575481980268170
"geometry_msgs.msg.Vector3(x=-0.020304680320266753, y=-0.00877208378859133, z=0.4483167575593231)","geometry_msgs.msg.Vector3(x=0.005116439036743426, y=-0.010582851135265772, z=-0.0020082595277815074)",1745575482014149495
"geometry_msgs.msg.Vector3(x=-0.019983995092073662, y=-0.007814997306991627, z=0.4429312008906322)","geometry_msgs.msg.Vector3(x=0.004587282075620707, y=-0.010393949896119806, z=-0.002021488027720094)",1745575482057208678
"geometry_msgs.msg.Vector3(x=-0.020308540037691048, y=-0.00939029971546909, z=0.4285316179351948)","geometry_msgs.msg.Vector3(x=0.005453433560480636, y=-0.010599078784425233, z=-0.001974445348322392)",1745575482080813347
"geometry_msgs.msg.Vector3(x=-0.01922939876411868, y=-0.010144969831864812, z=0.4402847321474178)","geometry_msgs.msg.Vector3(x=0.005835976899491376, y=-0.010053387956192211, z=-0.0017984422884907145)",1745575482121139644
"geometry_msgs.msg.Vector3(x=-0.01881927285366207, y=-0.00923367195619795, z=0.4305188438843951)","geometry_msgs.msg.Vector3(x=0.005328069337808938, y=-0.009818887449736009, z=-0.001798164770752618)",1745575482147035968
"geometry_msgs.msg.Vector3(x=-0.01718488743025601, y=-0.00984720505710658, z=0.42307899741134913)","geometry_msgs.msg.Vector3(x=0.0056199789847166046, y=-0.008982177723043692, z=-0.0015613248330490176)",1745575482180390287
"geometry_msgs.msg.Vector3(x=-0.016722948069610742, y=-0.008621536056414423, z=0.43734339662347066)","geometry_msgs.msg.Vector3(x=0.0049413603464376205, y=-0.008715466935659315, z=-0.0015723240707469575)",1745575482212729766
"geometry_msgs.msg.Vector3(x=-0.014365496259226302, y=-0.007529708953342867, z=0.4511719365194521)","geometry_msgs.msg.Vector3(x=0.004292648891033097, y=-0.007471554671402623, z=-0.0013415768683142928)",1745575482247802318
"geometry_msgs.msg.Vector3(x=-0.010572912413851313, y=-0.011390684361351822, z=0.41865079803798977)","geometry_msgs.msg.Vector3(x=0.006305157988339596, y=-0.0055920723537279575, z=-0.00065748785463403)",1745575482277818518
"geometry_msgs.msg.Vector3(x=-0.009520761250905818, y=-0.010936618140021361, z=0.44707148067752367)","geometry_msgs.msg.Vector3(x=0.006035182172436014, y=-0.00504080089046506, z=-0.0005532628748294175)",1745575482310787184
"geometry_msgs.msg.Vector3(x=-0.007441681672598064, y=-0.01009559033105234, z=0.449454637990666)","geometry_msgs.msg.Vector3(x=0.005535639684492022, y=-0.003955758477985943, z=-0.000344552894829333)",1745575482344297172
"geometry_msgs.msg.Vector3(x=-0.00674065892679708, y=-0.00962326490175657, z=0.4421561717424213)","geometry_msgs.msg.Vector3(x=0.005265797979378417, y=-0.003587324873451546, z=-0.0002849172835270823)",1745575482377808804
"geometry_msgs.msg.Vector3(x=-0.004747643952434394, y=-0.009509412280567764, z=0.43930009536927006)","geometry_msgs.msg.Vector3(x=0.00516727872699397, y=-0.002564616831261001, z=-4.6464292732480475e-05)",1745575482409936106
"geometry_msgs.msg.Vector3(x=-0.005126325528089833, y=-0.006961904885344383, z=0.4559312080025175)","geometry_msgs.msg.Vector3(x=0.0037980206348219732, y=-0.0027137678436882483, z=-0.00023632786433730753)",1745575482443870288
"geometry_msgs.msg.Vector3(x=-0.0030786181161054954, y=-0.0055718948404209915, z=0.44560834364025237)","geometry_msgs.msg.Vector3(x=0.0030162057471284933, y=-0.0016460752668705583, z=-6.348980553643689e-05)",1745575482474508439
"geometry_msgs.msg.Vector3(x=-0.0022258777568937224, y=-0.005786023782478852, z=0.44326415415765086)","geometry_msgs.msg.Vector3(x=0.0031174738273734336, y=-0.001215281214465482, z=5.2955934923904594e-05)",1745575482506760841
"geometry_msgs.msg.Vector3(x=0.0012285288008673397, y=-0.006238002158458751, z=0.43875489232947007)","geometry_msgs.msg.Vector3(x=0.0033087557316263993, y=0.0005333655412181363, z=0.000500989268984966)",1745575482542255432
"geometry_msgs.msg.Vector3(x=0.006150805660884791, y=-0.010463951590411307, z=0.43115002551077186)","geometry_msgs.msg.Vector3(x=0.005522921500100059, y=0.002966695989347646, z=0.0013427961567531684)",1745575482573833465
"geometry_msgs.msg.Vector3(x=0.010756636754979315, y=-0.011570077245276257, z=0.43680281974344515)","geometry_msgs.msg.Vector3(x=0.006073888431984927, y=0.005281642114769504, z=0.001969297988506915)",1745575482606747220
