_linear,_angular,timestamp
"geometry_msgs.msg.Vector3(x=0.045129710971098774, y=-0.0823564926757389, z=0.005798845967432132)","geometry_msgs.msg.Vector3(x=-0.00319885645049732, y=0.00780907770955924, z=-0.09624190441930039)",1745570148360166393
"geometry_msgs.msg.Vector3(x=0.052443360246919035, y=-0.0822943479484342, z=0.0056181004927155906)","geometry_msgs.msg.Vector3(x=-0.003266870048108418, y=0.009271087491555544, z=-0.0962614480371746)",1745570148395139142
"geometry_msgs.msg.Vector3(x=0.049402099013979156, y=-0.08261773507538998, z=0.007323289928699207)","geometry_msgs.msg.Vector3(x=-0.00217933242730828, y=0.006378527725205391, z=-0.09644292610591262)",1745570148425285206
"geometry_msgs.msg.Vector3(x=0.049402099013979156, y=-0.08261773507538998, z=0.007323289928699207)","geometry_msgs.msg.Vector3(x=-0.00217933242730828, y=0.006378527725205391, z=-0.09644292610591262)",1745570148459917704
"geometry_msgs.msg.Vector3(x=0.04040943192354218, y=-0.08250801073194003, z=0.006785835039366652)","geometry_msgs.msg.Vector3(x=-0.002497034679749306, y=0.005553342036404224, z=-0.09600366674145666)",1745570148494522692
"geometry_msgs.msg.Vector3(x=0.04040943192354218, y=-0.08250801073194003, z=0.006785835039366652)","geometry_msgs.msg.Vector3(x=-0.002497034679749306, y=0.005553342036404224, z=-0.09600366674145666)",1745570148525165545
"geometry_msgs.msg.Vector3(x=0.036604532092428865, y=-0.08245720824987532, z=0.006846481316307679)","geometry_msgs.msg.Vector3(x=-0.0023614265388397556, y=0.004721465119215328, z=-0.0955357373212259)",1745570148559633960
"geometry_msgs.msg.Vector3(x=0.04444447756631059, y=-0.0822917027898328, z=0.005609672375541315)","geometry_msgs.msg.Vector3(x=-0.0032705833233240954, y=0.007905329588760246, z=-0.09601407206264005)",1745570148593162455
"geometry_msgs.msg.Vector3(x=0.04444447756631059, y=-0.0822917027898328, z=0.005609672375541315)","geometry_msgs.msg.Vector3(x=-0.0032705833233240954, y=0.007905329588760246, z=-0.09601407206264005)",1745570148624528598
"geometry_msgs.msg.Vector3(x=0.05031453345493428, y=-0.08252377271550622, z=0.006700562939543934)","geometry_msgs.msg.Vector3(x=-0.0026056835620862293, y=0.007427858046699719, z=-0.09648747190465065)",1745570148657221435
"geometry_msgs.msg.Vector3(x=0.04614324454640384, y=-0.08235871302491304, z=0.0058697639483074075)","geometry_msgs.msg.Vector3(x=-0.0031297933964407904, y=0.00786064513648831, z=-0.09620117535844323)",1745570148689652730
"geometry_msgs.msg.Vector3(x=0.04614324454640384, y=-0.08235871302491304, z=0.0058697639483074075)","geometry_msgs.msg.Vector3(x=-0.0031297933964407904, y=0.00786064513648831, z=-0.09620117535844323)",1745570148723025607
"geometry_msgs.msg.Vector3(x=0.04530067582254291, y=-0.0824048346992707, z=0.00638494913107786)","geometry_msgs.msg.Vector3(x=-0.0027048511193918396, y=0.006904063944767, z=-0.09591401233748684)",1745570148767017190
"geometry_msgs.msg.Vector3(x=0.052421016437695284, y=-0.08242440880377247, z=0.006400400677544605)","geometry_msgs.msg.Vector3(x=-0.0027225001374166433, y=0.008134343812487755, z=-0.09623081294177203)",1745570148785987826
"geometry_msgs.msg.Vector3(x=0.04863623391149022, y=-0.08238632051830891, z=0.006507129379549856)","geometry_msgs.msg.Vector3(x=-0.002562649500829647, y=0.00724552012556097, z=-0.09579389511139032)",1745570148822317557
"geometry_msgs.msg.Vector3(x=0.04863623391149022, y=-0.08238632051830891, z=0.006507129379549856)","geometry_msgs.msg.Vector3(x=-0.002562649500829647, y=0.00724552012556097, z=-0.09579389511139032)",1745570148855412830
"geometry_msgs.msg.Vector3(x=0.04316185767376435, y=-0.0821914102755248, z=0.006130961752586882)","geometry_msgs.msg.Vector3(x=-0.002626922770675182, y=0.006649686685572135, z=-0.09492008808660611)",1745570148887677395
"geometry_msgs.msg.Vector3(x=0.04316185767376435, y=-0.0821914102755248, z=0.006130961752586882)","geometry_msgs.msg.Vector3(x=-0.002626922770675182, y=0.006649686685572135, z=-0.09492008808660611)",1745570148920408965
"geometry_msgs.msg.Vector3(x=0.05066763458498741, y=-0.08200949740395008, z=0.006071592342410572)","geometry_msgs.msg.Vector3(x=-0.002462545653871894, y=0.007819959592283317, z=-0.09436031164437077)",1745570148946613803
"geometry_msgs.msg.Vector3(x=0.04285833899480665, y=-0.08187413624926437, z=0.006840591237134887)","geometry_msgs.msg.Vector3(x=-0.001731671950326641, y=0.005191241561033228, z=-0.09319613676955249)",1745570148988272218
"geometry_msgs.msg.Vector3(x=0.04285833899480665, y=-0.08187413624926437, z=0.006840591237134887)","geometry_msgs.msg.Vector3(x=-0.001731671950326641, y=0.005191241561033228, z=-0.09319613676955249)",1745570149018267873
"geometry_msgs.msg.Vector3(x=0.04233111287659291, y=-0.08148108575682685, z=0.006176485577603462)","geometry_msgs.msg.Vector3(x=-0.001913020731788756, y=0.005758263747847548, z=-0.09213821184437958)",1745570149053621697
"geometry_msgs.msg.Vector3(x=0.04054234430491041, y=-0.08131573662812944, z=0.007174284928587539)","geometry_msgs.msg.Vector3(x=-0.0010948179779147905, y=0.003930994106045028, z=-0.09124262702432563)",1745570149086460545
"geometry_msgs.msg.Vector3(x=0.04054234430491041, y=-0.08131573662812944, z=0.007174284928587539)","geometry_msgs.msg.Vector3(x=-0.0010948179779147905, y=0.003930994106045028, z=-0.09124262702432563)",1745570149115230652
"geometry_msgs.msg.Vector3(x=0.04309848884396267, y=-0.08076087791453805, z=0.007065861633447279)","geometry_msgs.msg.Vector3(x=-0.0008592490728893155, y=0.004216461152976781, z=-0.0898721983895276)",1745570149149109175
"geometry_msgs.msg.Vector3(x=0.040863862619005514, y=-0.07985496701115896, z=0.005194049598758138)","geometry_msgs.msg.Vector3(x=-0.0016557357825102703, y=0.00589922623379157, z=-0.08809878715738736)",1745570149185586539
"geometry_msgs.msg.Vector3(x=0.040863862619005514, y=-0.07985496701115896, z=0.005194049598758138)","geometry_msgs.msg.Vector3(x=-0.0016557357825102703, y=0.00589922623379157, z=-0.08809878715738736)",1745570149214068752
"geometry_msgs.msg.Vector3(x=0.04416623811273962, y=-0.07925925165809958, z=0.00520229628023154)","geometry_msgs.msg.Vector3(x=-0.0013943568587069279, y=0.006181223891255424, z=-0.08690255648146035)",1745570149247264922
"geometry_msgs.msg.Vector3(x=0.04677499477961486, y=-0.07837956586854403, z=0.004430048186284594)","geometry_msgs.msg.Vector3(x=-0.0015517167776604116, y=0.007273403819510728, z=-0.08537136153864995)",1745570149283278798
"geometry_msgs.msg.Vector3(x=0.04677499477961486, y=-0.07837956586854403, z=0.004430048186284594)","geometry_msgs.msg.Vector3(x=-0.0015517167776604116, y=0.007273403819510728, z=-0.08537136153864995)",1745570149316986925
"geometry_msgs.msg.Vector3(x=0.047756496270274534, y=-0.07762066041422576, z=0.004072864864428473)","geometry_msgs.msg.Vector3(x=-0.001518710707733852, y=0.0076136666502893595, z=-0.0840528151459516)",1745570149351441405
"geometry_msgs.msg.Vector3(x=0.047079915031639524, y=-0.07669243855827051, z=0.005626011870059785)","geometry_msgs.msg.Vector3(x=-0.0003304454727321264, y=0.005267432043134774, z=-0.08223977882555059)",1745570149383462239
"geometry_msgs.msg.Vector3(x=0.047079915031639524, y=-0.07669243855827051, z=0.005626011870059785)","geometry_msgs.msg.Vector3(x=-0.0003304454727321264, y=0.005267432043134774, z=-0.08223977882555059)",1745570149416906908
"geometry_msgs.msg.Vector3(x=0.04933847827979784, y=-0.07543239323698077, z=0.003497331418540555)","geometry_msgs.msg.Vector3(x=-0.001260540111716257, y=0.007902399135699416, z=-0.08053038776325584)",1745570149445108303
"geometry_msgs.msg.Vector3(x=0.04768779215291424, y=-0.07316784579613159, z=0.0017454197539418731)","geometry_msgs.msg.Vector3(x=-0.0017730012389863877, y=0.009129167108568897, z=-0.0773013065913538)",1745570149481549880
"geometry_msgs.msg.Vector3(x=0.04768779215291424, y=-0.07316784579613159, z=0.0017454197539418731)","geometry_msgs.msg.Vector3(x=-0.0017730012389863877, y=0.009129167108568897, z=-0.0773013065913538)",1745570149515625357
"geometry_msgs.msg.Vector3(x=0.0431491781745815, y=-0.07333145898485978, z=0.0036167480895546063)","geometry_msgs.msg.Vector3(x=-0.0007477818935407842, y=0.0061581302805195325, z=-0.07723147498225268)",1745570149548241343
"geometry_msgs.msg.Vector3(x=0.0447306136702223, y=-0.07105293004568347, z=0.0018224398887869697)","geometry_msgs.msg.Vector3(x=-0.0013444541338589588, y=0.00803185887579065, z=-0.0743210012971245)",1745570149580392559
"geometry_msgs.msg.Vector3(x=0.0447306136702223, y=-0.07105293004568347, z=0.0018224398887869697)","geometry_msgs.msg.Vector3(x=-0.0013444541338589588, y=0.00803185887579065, z=-0.0743210012971245)",1745570149613897901
"geometry_msgs.msg.Vector3(x=0.04568392386077877, y=-0.07003862787680531, z=0.002277058244908301)","geometry_msgs.msg.Vector3(x=-0.0009398860300668405, y=0.00746455861506938, z=-0.07301078094893212)",1745570149646387533
"geometry_msgs.msg.Vector3(x=0.04568392386077877, y=-0.07003862787680531, z=0.002277058244908301)","geometry_msgs.msg.Vector3(x=-0.0009398860300668405, y=0.00746455861506938, z=-0.07301078094893212)",1745570149680490582
"geometry_msgs.msg.Vector3(x=0.04532043572001876, y=-0.06874613173564618, z=0.002042690460536175)","geometry_msgs.msg.Vector3(x=-0.0008864801926766024, y=0.007431532670644457, z=-0.07139881274040057)",1745570149714122538
"geometry_msgs.msg.Vector3(x=0.049148033017782894, y=-0.06732303449941708, z=0.0006744464542426504)","geometry_msgs.msg.Vector3(x=-0.0014321743204245164, y=0.009390198833848234, z=-0.06985625329017174)",1745570149745084863
"geometry_msgs.msg.Vector3(x=0.049148033017782894, y=-0.06732303449941708, z=0.0006744464542426504)","geometry_msgs.msg.Vector3(x=-0.0014321743204245164, y=0.009390198833848234, z=-0.06985625329017174)",1745570149777480551
"geometry_msgs.msg.Vector3(x=0.049042499405615864, y=-0.06547301704800011, z=0.002076937350201952)","geometry_msgs.msg.Vector3(x=-0.0004901580401292151, y=0.007514902206490421, z=-0.06763235998381237)",1745570149812046687
"geometry_msgs.msg.Vector3(x=0.05091390112967714, y=-0.06419165432968053, z=0.0016178556757985537)","geometry_msgs.msg.Vector3(x=-0.0006006464890731325, y=0.008162881472869789, z=-0.06624991745755446)",1745570149843845580
"geometry_msgs.msg.Vector3(x=0.05091390112967714, y=-0.06419165432968053, z=0.0016178556757985537)","geometry_msgs.msg.Vector3(x=-0.0006006464890731325, y=0.008162881472869789, z=-0.06624991745755446)",1745570149876616943
"geometry_msgs.msg.Vector3(x=0.05302727871746407, y=-0.06228312927359506, z=-0.00014361674888958094)","geometry_msgs.msg.Vector3(x=-0.0013265306846945608, y=0.010196293744523677, z=-0.06424462350975603)",1745570149911165817
"geometry_msgs.msg.Vector3(x=0.06139078053479824, y=-0.06186836287333838, z=0.0012948106188199885)","geometry_msgs.msg.Vector3(x=-0.0005623178092553395, y=0.01001990162253579, z=-0.06400994659766937)",1745570149941291183
"geometry_msgs.msg.Vector3(x=0.06139078053479824, y=-0.06186836287333838, z=0.0012948106188199885)","geometry_msgs.msg.Vector3(x=-0.0005623178092553395, y=0.01001990162253579, z=-0.06400994659766937)",1745570149974556360
"geometry_msgs.msg.Vector3(x=0.05689636896271755, y=-0.0598922359306879, z=-0.00017264352778134857)","geometry_msgs.msg.Vector3(x=-0.001146150852733837, y=0.010594357460621146, z=-0.061781752997055746)",1745570150007413883
"geometry_msgs.msg.Vector3(x=0.059402691295781546, y=-0.058338640581534575, z=0.0006069169111624848)","geometry_msgs.msg.Vector3(x=-0.0006497421794043508, y=0.0100223071018416, z=-0.06021184702437037)",1745570150041875446
"geometry_msgs.msg.Vector3(x=0.059402691295781546, y=-0.058338640581534575, z=0.0006069169111624848)","geometry_msgs.msg.Vector3(x=-0.0006497421794043508, y=0.0100223071018416, z=-0.06021184702437037)",1745570150072439994
"geometry_msgs.msg.Vector3(x=0.06326639212705187, y=-0.05715800806808415, z=4.1923359425485466e-05)","geometry_msgs.msg.Vector3(x=-0.000853806119949568, y=0.01116691788998362, z=-0.05910978054837819)",1745570150107406631
"geometry_msgs.msg.Vector3(x=0.06185877318798397, y=-0.05662065757524719, z=0.0009339956693080135)","geometry_msgs.msg.Vector3(x=-0.0003850146059303002, y=0.009933663458754686, z=-0.058508862758493554)",1745570150140165782
"geometry_msgs.msg.Vector3(x=0.06185877318798397, y=-0.05662065757524719, z=0.0009339956693080135)","geometry_msgs.msg.Vector3(x=-0.0003850146059303002, y=0.009933663458754686, z=-0.058508862758493554)",1745570150168990009
"geometry_msgs.msg.Vector3(x=0.06231278078206884, y=-0.054802265358165625, z=0.0013256436475287074)","geometry_msgs.msg.Vector3(x=-9.91614050139221e-05, y=0.009447016148483858, z=-0.0566747837438725)",1745570150208165487
"geometry_msgs.msg.Vector3(x=0.06413540814388935, y=-0.052352873368797403, z=0.0007298374723943494)","geometry_msgs.msg.Vector3(x=-0.0002729513399802926, y=0.01018853511239782, z=-0.054283068417231274)",1745570150242326874
"geometry_msgs.msg.Vector3(x=0.06413540814388935, y=-0.052352873368797403, z=0.0007298374723943494)","geometry_msgs.msg.Vector3(x=-0.0002729513399802926, y=0.01018853511239782, z=-0.054283068417231274)",1745570150272561351
"geometry_msgs.msg.Vector3(x=0.06792704235657732, y=-0.0518700005116123, z=0.0005646638893621005)","geometry_msgs.msg.Vector3(x=-0.00033154687477806796, y=0.010976008564872105, z=-0.05391854208978676)",1745570150306722878
"geometry_msgs.msg.Vector3(x=0.06488863132818748, y=-0.04999582243620098, z=-0.001033907208612743)","geometry_msgs.msg.Vector3(x=-0.0010197805749398228, y=0.011969924779853508, z=-0.051974784108404004)",1745570150339332682
"geometry_msgs.msg.Vector3(x=0.06488863132818748, y=-0.04999582243620098, z=-0.001033907208612743)","geometry_msgs.msg.Vector3(x=-0.0010197805749398228, y=0.011969924779853508, z=-0.051974784108404004)",1745570150372640379
"geometry_msgs.msg.Vector3(x=0.06534674690672027, y=-0.047868657173211884, z=-0.0015623192048615613)","geometry_msgs.msg.Vector3(x=-0.0011928507487852322, y=0.012451803659754733, z=-0.04990819088280054)",1745570150405171116
"geometry_msgs.msg.Vector3(x=0.06362329556044632, y=-0.04599416990576212, z=-0.0021941763941741876)","geometry_msgs.msg.Vector3(x=-0.0014309116964233443, y=0.012691375913753616, z=-0.048033467600151855)",1745570150443688447
"geometry_msgs.msg.Vector3(x=0.06362329556044632, y=-0.04599416990576212, z=-0.0021941763941741876)","geometry_msgs.msg.Vector3(x=-0.0014309116964233443, y=0.012691375913753616, z=-0.048033467600151855)",1745570150466587906
"geometry_msgs.msg.Vector3(x=0.0656047443585342, y=-0.046327562000781176, z=-0.0013905075715349823)","geometry_msgs.msg.Vector3(x=-0.0010604506468413436, y=0.012226643880784179, z=-0.048426229278630634)",1745570150505893194
"geometry_msgs.msg.Vector3(x=0.06410835079059138, y=-0.0441295801456004, z=-0.002423694140085785)","geometry_msgs.msg.Vector3(x=-0.0014841234784394568, y=0.012907156859339146, z=-0.04624980571714273)",1745570150537682830
"geometry_msgs.msg.Vector3(x=0.06410835079059138, y=-0.0441295801456004, z=-0.002423694140085785)","geometry_msgs.msg.Vector3(x=-0.0014841234784394568, y=0.012907156859339146, z=-0.04624980571714273)",1745570150568798128
"geometry_msgs.msg.Vector3(x=0.06636638615493579, y=-0.04167944210609321, z=-0.0016721535224807644)","geometry_msgs.msg.Vector3(x=-0.0010696579051477622, y=0.012413918861840345, z=-0.043990042807640066)",1745570150602272884
"geometry_msgs.msg.Vector3(x=0.0703164737642551, y=-0.03961686620763684, z=-0.0019572463857931224)","geometry_msgs.msg.Vector3(x=-0.0011598044967309207, y=0.013300963233682343, z=-0.04213946674271953)",1745570150636165733
"geometry_msgs.msg.Vector3(x=0.07182395540555425, y=-0.03757682461707321, z=-0.001611460437891913)","geometry_msgs.msg.Vector3(x=-0.0009635983425061107, y=0.01314443005554451, z=-0.040257606515606455)",1745570150669281535
"geometry_msgs.msg.Vector3(x=0.07182395540555425, y=-0.03757682461707321, z=-0.001611460437891913)","geometry_msgs.msg.Vector3(x=-0.0009635983425061107, y=0.01314443005554451, z=-0.040257606515606455)",1745570150702400241
"geometry_msgs.msg.Vector3(x=0.07577245218312997, y=-0.03640248634155063, z=-0.002054445507103099)","geometry_msgs.msg.Vector3(x=-0.0011504506882685072, y=0.01423600997568357, z=-0.039249924987437866)",1745570150735028109
"geometry_msgs.msg.Vector3(x=0.07577245218312997, y=-0.03640248634155063, z=-0.002054445507103099)","geometry_msgs.msg.Vector3(x=-0.0011504506882685072, y=0.01423600997568357, z=-0.039249924987437866)",1745570150768994174
"geometry_msgs.msg.Vector3(x=0.07918087001980764, y=-0.034492218756518804, z=-0.0017955615188056755)","geometry_msgs.msg.Vector3(x=-0.0010052773329839535, y=0.014516554093152346, z=-0.03754874527454145)",1745570150798271640
"geometry_msgs.msg.Vector3(x=0.07919222065327777, y=-0.03345801311439785, z=-0.0026462721972768275)","geometry_msgs.msg.Vector3(x=-0.0013849730900646175, y=0.015352205710765036, z=-0.036538847365501885)",1745570150830296682
"geometry_msgs.msg.Vector3(x=0.08009494675520523, y=-0.033011359244932245, z=-0.0011675051377825216)","geometry_msgs.msg.Vector3(x=-0.0007004025134144023, y=0.014018431051814982, z=-0.03619189401476475)",1745570150863047537
"geometry_msgs.msg.Vector3(x=0.08009494675520523, y=-0.033011359244932245, z=-0.0011675051377825216)","geometry_msgs.msg.Vector3(x=-0.0007004025134144023, y=0.014018431051814982, z=-0.03619189401476475)",1745570150903838426
"geometry_msgs.msg.Vector3(x=0.08145416799524705, y=-0.031547952261922675, z=-0.0009287953257810841)","geometry_msgs.msg.Vector3(x=-0.0005774708051766234, y=0.013993708409069593, z=-0.03485151533065353)",1745570150933789608
"geometry_msgs.msg.Vector3(x=0.08190147215059199, y=-0.029785287551485712, z=-0.0007098841465622876)","geometry_msgs.msg.Vector3(x=-0.0004637843081321648, y=0.013835830036063104, z=-0.03319598147164748)",1745570150966513735
"geometry_msgs.msg.Vector3(x=0.08190147215059199, y=-0.029785287551485712, z=-0.0007098841465622876)","geometry_msgs.msg.Vector3(x=-0.0004637843081321648, y=0.013835830036063104, z=-0.03319598147164748)",1745570150996600589
"geometry_msgs.msg.Vector3(x=0.0855006607626112, y=-0.028940377153248317, z=-0.0005850122994482304)","geometry_msgs.msg.Vector3(x=-0.0004012532656490469, y=0.014325649612073398, z=-0.03250300331974757)",1745570151031108968
"geometry_msgs.msg.Vector3(x=0.0855006607626112, y=-0.028940377153248317, z=-0.0005850122994482304)","geometry_msgs.msg.Vector3(x=-0.0004012532656490469, y=0.014325649612073398, z=-0.03250300331974757)",1745570151065684321
"geometry_msgs.msg.Vector3(x=0.08261369963434992, y=-0.027795360440028498, z=-0.0003977242721260508)","geometry_msgs.msg.Vector3(x=-0.00030929318405619865, y=0.013639223553068982, z=-0.03132948553316671)",1745570151099727989
"geometry_msgs.msg.Vector3(x=0.08525237020585019, y=-0.02661042885356901, z=-0.00012350078897020795)","geometry_msgs.msg.Vector3(x=-0.00017879488704670467, y=0.01382094246450244, z=-0.030283834935652516)",1745570151135055745
"geometry_msgs.msg.Vector3(x=0.08525237020585019, y=-0.02661042885356901, z=-0.00012350078897020795)","geometry_msgs.msg.Vector3(x=-0.00017879488704670467, y=0.01382094246450244, z=-0.030283834935652516)",1745570151165583986
