_layout,_data,timestamp
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [-321.9495086669922, 11.818710327148438, 0.11829390475734336, 196.0504913330078, 167.81871032714844])",1745570147119898278
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [-320.0, -2.5, 0.09372192836216142, 198.0, 153.5])",1745570147130275718
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [-316.0, -7.0, 0.10406698024395822, 202.0, 149.0])",1745570147173696224
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [-316.0, -7.0, 0.10406698024395822, 202.0, 149.0])",1745570147197496631
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [-324.5, -1.0, 0.12404597141571994, 193.5, 155.0])",1745570147233081252
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [-333.804443359375, 3.24444580078125, 0.13313123258112558, 184.195556640625, 159.24444580078125])",1745570147264744234
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [-333.804443359375, 3.24444580078125, 0.13313123258112558, 184.195556640625, 159.24444580078125])",1745570147300053996
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [-337.49578857421875, 8.38165283203125, 0.13067115472543844, 180.50421142578125, 164.38165283203125])",1745570147334911551
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [-342.2972106933594, -0.3490753173828125, 0.11941971036853727, 175.70278930664062, 155.6509246826172])",1745570147366526925
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [-342.2972106933594, -0.3490753173828125, 0.11941971036853727, 175.70278930664062, 155.6509246826172])",1745570147400364472
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [-345.81349182128906, 2.457672119140625, 0.12817755225638983, 172.18650817871094, 158.45767211914062])",1745570147431545923
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [-345.81349182128906, 2.457672119140625, 0.12817755225638983, 172.18650817871094, 158.45767211914062])",1745570147462448326
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [-349.3789825439453, 7.6210174560546875, 0.12249238618656433, 168.6210174560547, 163.6210174560547])",1745570147493476723
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [-353.4052734375, 7.4870758056640625, 0.15390677523294782, 164.5947265625, 163.48707580566406])",1745570147529832422
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [-353.4052734375, 7.4870758056640625, 0.15390677523294782, 164.5947265625, 163.48707580566406])",1745570147564065020
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [-356.4013214111328, 7.4278106689453125, 0.16187922776706987, 161.5986785888672, 163.4278106689453])",1745570147598491027
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [-358.8904571533203, -4.4945220947265625, 0.12964935146596201, 159.1095428466797, 151.50547790527344])",1745570147631177022
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [-358.8904571533203, -4.4945220947265625, 0.12964935146596201, 159.1095428466797, 151.50547790527344])",1745570147660550526
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [-363.5445556640625, -1.1262359619140625, 0.15456016879066703, 154.4554443359375, 154.87376403808594])",1745570147692486002
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [-359.67169189453125, 5.27569580078125, 0.14689133989826642, 158.32830810546875, 161.27569580078125])",1745570147727524933
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [-359.67169189453125, 5.27569580078125, 0.14689133989826642, 158.32830810546875, 161.27569580078125])",1745570147761345268
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [-368.5, 2.5833282470703125, 0.1471396277260687, 149.5, 158.5833282470703])",1745570147791566802
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [-370.5, -3.5, 0.15887934273181326, 147.5, 152.5])",1745570147824561488
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [-370.5, -3.5, 0.15887934273181326, 147.5, 152.5])",1745570147858559593
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [-373.0, -2.0, 0.16173429599763767, 145.0, 154.0])",1745570147891793322
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [-373.8347625732422, 8.893173217773438, 0.16730957076374453, 144.1652374267578, 164.89317321777344])",1745570147928849057
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [-373.8347625732422, 8.893173217773438, 0.16730957076374453, 144.1652374267578, 164.89317321777344])",1745570147958813915
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [-375.0, -2.0, 0.1985438893778384, 143.0, 154.0])",1745570147995189420
"std_msgs.msg.MultiArrayLayout(dim=[], data_offset=0)","array('d', [-375.27891540527344, 8.3011474609375, 0.19515999790006067, 142.72108459472656, 164.3011474609375])",1745570148029775843
