_linear,_angular,timestamp
"geometry_msgs.msg.Vector3(x=0.11784082310456785, y=0.21362842004806853, z=0.011311117778854799)","geometry_msgs.msg.Vector3(x=0.02106928062016867, y=0.006505919671965271, z=0.08337586287303171)",1745575494653600863
"geometry_msgs.msg.Vector3(x=0.11259368993861811, y=0.21048596191922325, z=0.012941693303053128)","geometry_msgs.msg.Vector3(x=0.021405237900535844, y=0.0057769695926316355, z=0.08508790806774409)",1745575494686138733
"geometry_msgs.msg.Vector3(x=0.11259368993861811, y=0.21048596191922325, z=0.012941693303053128)","geometry_msgs.msg.Vector3(x=0.021405237900535844, y=0.0057769695926316355, z=0.08508790806774409)",1745575494721148607
"geometry_msgs.msg.Vector3(x=0.11617322307117058, y=0.2073870089178854, z=0.014522493127438443)","geometry_msgs.msg.Vector3(x=0.02165605095541403, y=0.004897367388028523, z=0.08652015718850387)",1745575494756020310
"geometry_msgs.msg.Vector3(x=0.1351338076829331, y=0.20136985586938042, z=0.015274861880820403)","geometry_msgs.msg.Vector3(x=0.02205331926523159, y=0.0049243298686804365, z=0.08813621119259167)",1745575494784274067
"geometry_msgs.msg.Vector3(x=0.18595340897768659, y=0.19807783817726055, z=0.0162898533263358)","geometry_msgs.msg.Vector3(x=0.022210405096651568, y=0.004289238059929435, z=0.08907192052180231)",1745575494818497022
"geometry_msgs.msg.Vector3(x=0.2722392239738539, y=0.19777586668796113, z=0.018771083503233855)","geometry_msgs.msg.Vector3(x=0.022128990734129744, y=0.0019142611258235404, z=0.08982940060010838)",1745575494850251493
"geometry_msgs.msg.Vector3(x=0.37536430359601053, y=0.19343064000486715, z=0.017933218099489466)","geometry_msgs.msg.Vector3(x=0.022370539567063273, y=0.003032325655780854, z=0.09030582787899971)",1745575494883698716
"geometry_msgs.msg.Vector3(x=0.7961277867597447, y=0.19314756163005034, z=0.017513667008257752)","geometry_msgs.msg.Vector3(x=0.02240142804481308, y=0.0034731829112531697, z=0.09022988677401839)",1745575494916366480
"geometry_msgs.msg.Vector3(x=433012.5745060798, y=0.18432277109673922, z=-0.008746862054558746)","geometry_msgs.msg.Vector3(x=0.022341499651492593, y=0.027631799077934407, z=0.07888432962571597)",1745575494949931970
"geometry_msgs.msg.Vector3(x=433012.57280889666, y=-0.15128193800066497, z=0.002861550572054743)","geometry_msgs.msg.Vector3(x=-0.015276407921937098, y=0.011867221665552707, z=-0.06807201720202315)",1745575494983434614
"geometry_msgs.msg.Vector3(x=433012.57280889666, y=-0.15128193800066497, z=0.002861550572054743)","geometry_msgs.msg.Vector3(x=-0.015276407921937098, y=0.011867221665552707, z=-0.06807201720202315)",1745575495022050422
"geometry_msgs.msg.Vector3(x=433012.5720715606, y=-0.14204667682865108, z=0.00044667150865589734)","geometry_msgs.msg.Vector3(x=-0.015359793637374976, y=0.015780813157472057, z=-0.07021196014447466)",1745575495049815155
"geometry_msgs.msg.Vector3(x=0.7785652353389793, y=-0.1314332296640066, z=-0.008852210535495769)","geometry_msgs.msg.Vector3(x=-0.013603173028751732, y=0.024787408763929424, z=-0.06714956373912104)",1745575495082721839
